turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;Translation;;;;;;;;;;;;;;;;;;;;;;
21101;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21102;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; jo;;;1,59074E+12;343;7;5; jo;;;;;;;;;;;;;;;;;;;;;;
21103;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;bi;;;1,59074E+12;83;7;5;bi;;;;;;;;;;;;;;;;;;;;;;
21104;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;uw gr;;;1,59074E+12;432;7;5;uw gr;;;;;;;;;;;;;;;;;;;;;;
21105;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21106;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;ij;;;1,59074E+12;160;7;5;ij;;;;;;;;;;;;;;;;;;;;;;
21107;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21108;0018;TBTWYSIWYG;TBT;TBT;Participant2;waar zit jouw grijs;0;0;1,59074E+12;2838;7;5;waar zit jouw grijs;;;;;;;;;;;;;;;;;;;;;;
21109;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;s((NEWLINE));;;1,59074E+12;114;7;5;s ;;;;;;;;;;;;;;;;;;;;;;
21110;0018;TBTWYSIWYG;TBT;TBT;Participant1;bij jou;2;2;1,59074E+12;1908;7;5;bij jou;;;;;;;;;;;;;;;;;;;;;;
21111;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;j jou((NEWLINE));;;1,59074E+12;470;7;5;j jou ;;;;;;;;;;;;;;;;;;;;;;
21112;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;ik hb ;;;1,59074E+12;800;7;5;ik hb ;;;;;;;;;;;;;;;;;;;;;;
21113;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;b;;;1,59074E+12;0;7;5;b;;;;;;;;;;;;;;;;;;;;;;
21114;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;eb;;;1,59074E+12;136;7;5;eb;;;;;;;;;;;;;;;;;;;;;;
21115;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21116;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21117;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21118;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;h;;;1,59074E+12;0;7;5;h;;;;;;;;;;;;;;;;;;;;;;
21119;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21120;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21121;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;m;;;1,59074E+12;0;7;5;m;;;;;;;;;;;;;;;;;;;;;;
21122;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;le;;;1,59074E+12;61;7;5;le;;;;;;;;;;;;;;;;;;;;;;
21123;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21124;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;m;;;1,59074E+12;0;7;5;m;;;;;;;;;;;;;;;;;;;;;;
21125;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21126;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21127;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; z;;;1,59074E+12;83;7;5; z;;;;;;;;;;;;;;;;;;;;;;
21128;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21129;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21130;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;l;;;1,59074E+12;0;7;5;l;;;;;;;;;;;;;;;;;;;;;;
21131;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;t ;;;1,59074E+12;87;7;5;t ;;;;;;;;;;;;;;;;;;;;;;
21132;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21133;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;di;;;1,59074E+12;71;7;5;di;;;;;;;;;;;;;;;;;;;;;;
21134;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;r;;;1,59074E+12;0;7;5;r;;;;;;;;;;;;;;;;;;;;;;
21135;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21136;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21137;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; h;;;1,59074E+12;144;7;5; h;;;;;;;;;;;;;;;;;;;;;;
21138;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;c;;;1,59074E+12;0;7;5;c;;;;;;;;;;;;;;;;;;;;;;
21139;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21140;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;h;;;1,59074E+12;0;7;5;h;;;;;;;;;;;;;;;;;;;;;;
21141;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;le;;;1,59074E+12;50;7;5;le;;;;;;;;;;;;;;;;;;;;;;
21142;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;t;;;1,59074E+12;0;7;5;t;;;;;;;;;;;;;;;;;;;;;;
21143;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;m;;;1,59074E+12;0;7;5;m;;;;;;;;;;;;;;;;;;;;;;
21144;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21145;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21146;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;r;;;1,59074E+12;0;7;5;r;;;;;;;;;;;;;;;;;;;;;;
21147;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;al;;;1,59074E+12;65;7;5;al;;;;;;;;;;;;;;;;;;;;;;
21148;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21149;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21150;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21151;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;on;;;1,59074E+12;166;7;5;on;;;;;;;;;;;;;;;;;;;;;;
21152;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;l;;;1,59074E+12;0;7;5;l;;;;;;;;;;;;;;;;;;;;;;
21153;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;d;;;1,59074E+12;0;7;5;d;;;;;;;;;;;;;;;;;;;;;;
21154;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21155;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;eri;;;1,59074E+12;150;7;5;eri;;;;;;;;;;;;;;;;;;;;;;
21156;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;m;;;1,59074E+12;0;7;5;m;;;;;;;;;;;;;;;;;;;;;;
21157;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n ;;;1,59074E+12;104;7;5;n ;;;;;;;;;;;;;;;;;;;;;;
21158;0018;TBTWYSIWYG;TBT;TBT;Participant2;ik heb helemaal rechterkolom;2;2;1,59074E+12;5474;7;5;ik heb helemaal rechterkolom;;;;;;;;;;;;;;;;;;;;;;
21159;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21160;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;li;;;1,59074E+12;113;7;5;li;;;;;;;;;;;;;;;;;;;;;;
21161;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;he;;;1,59074E+12;60;7;5;he;;;;;;;;;;;;;;;;;;;;;;
21162;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21163;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;t;;;1,59074E+12;0;7;5;t;;;;;;;;;;;;;;;;;;;;;;
21164;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21165;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21166;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;s;;;1,59074E+12;0;7;5;s;;;;;;;;;;;;;;;;;;;;;;
21167;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;me;;;1,59074E+12;102;7;5;me;;;;;;;;;;;;;;;;;;;;;;
21168;0018;TBTWYSIWYG;TBT;TBT;Participant1;bij mij zit die helemaal onderin links;0;0;1,59074E+12;5102;7;5;bij mij zit die helemaal onderin links;;;;;;;;;;;;;;;;;;;;;;
21169;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21173;0018;TBTWYSIWYG;TBT;TBT;Participant2;het meest rechtse vakje;0;0;1,59074E+12;3710;7;5;het meest rechtse vakje;;;;;;;;;;;;;;;;;;;;;;
21174;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;est rechtse vakje((NEWLINE))die k;;;1,59074E+12;3732;7;5;est rechtse vakje die k;;;;;;;;;;;;;;;;;;;;;;
21175;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;s;;;1,59074E+12;0;7;5;s;;;;;;;;;;;;;;;;;;;;;;
21176;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;un je;;;1,59074E+12;563;7;5;un je;;;;;;;;;;;;;;;;;;;;;;
21177;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21178;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21179;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;a ;;;1,59074E+12;93;7;5;a ;;;;;;;;;;;;;;;;;;;;;;
21180;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;ha;;;1,59074E+12;132;7;5;ha;;;;;;;;;;;;;;;;;;;;;;
21181;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21182;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;l;;;1,59074E+12;0;7;5;l;;;;;;;;;;;;;;;;;;;;;;
21183;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;k ;;;1,59074E+12;129;7;5;k ;;;;;;;;;;;;;;;;;;;;;;
21184;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;en;;;1,59074E+12;80;7;5;en;;;;;;;;;;;;;;;;;;;;;;
21185;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;be;;;1,59074E+12;74;7;5;be;;;;;;;;;;;;;;;;;;;;;;
21188;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; g;;;1,59074E+12;123;7;5; g;;;;;;;;;;;;;;;;;;;;;;
21189;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21190;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;el;;;1,59074E+12;90;7;5;el;;;;;;;;;;;;;;;;;;;;;;
21191;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;d;;;1,59074E+12;0;7;5;d;;;;;;;;;;;;;;;;;;;;;;
21192;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21193;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21194;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21195;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21196;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;f ;;;1,59074E+12;98;7;5;f ;;;;;;;;;;;;;;;;;;;;;;
21197;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;r ;;;1,59074E+12;93;7;5;r ;;;;;;;;;;;;;;;;;;;;;;
21198;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21199;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21200;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21201;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;u;;;1,59074E+12;0;7;5;u;;;;;;;;;;;;;;;;;;;;;;
21202;0018;TBTWYSIWYG;TBT;TBT;Participant2;die kun je halen geloof ik;0;0;1,59074E+12;3432;7;5;die kun je halen geloof ik;;;;;;;;;;;;;;;;;;;;;;
21203;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21204;0018;TBTWYSIWYG;TBT;TBT;Participant1;ja ik be daar nu;1;1;1,59074E+12;3068;7;5;ja ik be daar nu;;;;;;;;;;;;;;;;;;;;;;
21206;0018;TBTWYSIWYG;TBT;TBT;Participant1;open?;0;0;1,59074E+12;605;7;5;open?;;;;;;;;;;;;;;;;;;;;;;
21211;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;((NEWLINE))open?((NEWLINE));;;1,59074E+12;895;7;5; open? ;;;;;;;;;;;;;;;;;;;;;;
21212;0018;TBTWYSIWYG;TBT;TBT;Participant2;ja ;0;0;1,59074E+12;804;7;5;ja ;;;;;;;;;;;;;;;;;;;;;;
21213;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;ja ((NEWLINE))ji;;;1,59074E+12;1863;7;5;ja  ji;;;;;;;;;;;;;;;;;;;;;;
21214;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21215;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21216;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;mg yes;;;1,59074E+12;534;7;5;mg yes;;;;;;;;;;;;;;;;;;;;;;
21217;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;?;;;1,59074E+12;0;7;5;?;;;;;;;;;;;;;;;;;;;;;;
21218;0018;TBTWYSIWYG;TBT;TBT;Participant1;omg yes;0;0;1,59074E+12;777;7;5;omg yes;;;;;;;;;;;;;;;;;;;;;;
21219;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21220;0018;TBTWYSIWYG;TBT;TBT;Participant2;jij?;0;0;1,59074E+12;1167;7;5;jij?;;;;;;;;;;;;;;;;;;;;;;
21223;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21224;0018;TBTWYSIWYG;TBT;TBT;Participant1;waar ben je nu;1;1;1,59074E+12;2103;7;5;waar ben je nu;;;;;;;;;;;;;;;;;;;;;;
21225;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;waar be n je nu((NEWLINE))nee ik;;;1,59074E+12;3690;7;5;waar be n je nu nee ik;;;;;;;;;;;;;;;;;;;;;;
21226;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21227;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; z;;;1,59074E+12;30;7;5; z;;;;;;;;;;;;;;;;;;;;;;
21228;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;u;;;1,59074E+12;0;7;5;u;;;;;;;;;;;;;;;;;;;;;;
21229;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;it ;;;1,59074E+12;151;7;5;it ;;;;;;;;;;;;;;;;;;;;;;
21230;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; s;;;1,59074E+12;94;7;5; s;;;;;;;;;;;;;;;;;;;;;;
21231;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21232;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;t;;;1,59074E+12;0;7;5;t;;;;;;;;;;;;;;;;;;;;;;
21233;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21234;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21235;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;g;;;1,59074E+12;0;7;5;g;;;;;;;;;;;;;;;;;;;;;;
21236;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21237;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21238;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21239;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ge;;;1,59074E+12;148;7;5;ge;;;;;;;;;;;;;;;;;;;;;;
21240;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21241;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;v;;;1,59074E+12;0;7;5;v;;;;;;;;;;;;;;;;;;;;;;
21242;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21243;0018;TBTWYSIWYG;TBT;TBT;Participant1;nee ik zit nog gevangen;0;0;1,59074E+12;3269;7;5;nee ik zit nog gevangen;;;;;;;;;;;;;;;;;;;;;;
21244;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;angen((NEWLINE));;;1,59074E+12;503;7;5;angen ;;;;;;;;;;;;;;;;;;;;;;
21245;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;derde ri;;;1,59074E+12;919;7;5;derde ri;;;;;;;;;;;;;;;;;;;;;;
21246;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;m;;;1,59074E+12;0;7;5;m;;;;;;;;;;;;;;;;;;;;;;
21247;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21248;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21249;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21250;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;jn;;;1,59074E+12;133;7;5;jn;;;;;;;;;;;;;;;;;;;;;;
21251;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;tw;;;1,59074E+12;80;7;5;tw;;;;;;;;;;;;;;;;;;;;;;
21252;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; g;;;1,59074E+12;134;7;5; g;;;;;;;;;;;;;;;;;;;;;;
21253;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21254;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ri;;;1,59074E+12;55;7;5;ri;;;;;;;;;;;;;;;;;;;;;;
21255;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21256;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;js;;;1,59074E+12;75;7;5;js;;;;;;;;;;;;;;;;;;;;;;
21257;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;d;;;1,59074E+12;0;7;5;d;;;;;;;;;;;;;;;;;;;;;;
21258;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21259;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21260;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;z;;;1,59074E+12;0;7;5;z;;;;;;;;;;;;;;;;;;;;;;
21261;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21262;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;it;;;1,59074E+12;106;7;5;it;;;;;;;;;;;;;;;;;;;;;;
21263;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;v;;;1,59074E+12;0;7;5;v;;;;;;;;;;;;;;;;;;;;;;
21264;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21265;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;a;;;1,59074E+12;0;7;5;a;;;;;;;;;;;;;;;;;;;;;;
21266;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;h;;;1,59074E+12;0;7;5;h;;;;;;;;;;;;;;;;;;;;;;
21267;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21268;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ele;;;1,59074E+12;116;7;5;ele;;;;;;;;;;;;;;;;;;;;;;
21269;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;j;;;1,59074E+12;0;7;5;j;;;;;;;;;;;;;;;;;;;;;;
21270;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ma;;;1,59074E+12;95;7;5;ma;;;;;;;;;;;;;;;;;;;;;;
21271;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;e;;;1,59074E+12;0;7;5;e;;;;;;;;;;;;;;;;;;;;;;
21272;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;al;;;1,59074E+12;112;7;5;al;;;;;;;;;;;;;;;;;;;;;;
21273;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21274;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21275;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;v;;;1,59074E+12;0;7;5;v;;;;;;;;;;;;;;;;;;;;;;
21276;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;l;;;1,59074E+12;0;7;5;l;;;;;;;;;;;;;;;;;;;;;;
21277;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;an;;;1,59074E+12;15;7;5;an;;;;;;;;;;;;;;;;;;;;;;
21278;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21279;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59074E+12;0;7;5; ;;;;;;;;;;;;;;;;;;;;;;
21280;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;nk;;;1,59074E+12;126;7;5;nk;;;;;;;;;;;;;;;;;;;;;;
21281;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;l;;;1,59074E+12;0;7;5;l;;;;;;;;;;;;;;;;;;;;;;
21282;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;s ;;;1,59074E+12;86;7;5;s ;;;;;;;;;;;;;;;;;;;;;;
21283;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;i;;;1,59074E+12;0;7;5;i;;;;;;;;;;;;;;;;;;;;;;
21284;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;o;;;1,59074E+12;0;7;5;o;;;;;;;;;;;;;;;;;;;;;;
21285;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21286;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59074E+12;0;7;5;n;;;;;;;;;;;;;;;;;;;;;;
21287;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;k;;;1,59074E+12;0;7;5;k;;;;;;;;;;;;;;;;;;;;;;
21288;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant1;d;;;1,59074E+12;0;7;5;d;;;;;;;;;;;;;;;;;;;;;;
21289;0018;TBTWYSIWYG;TBT;WYSIWYG;Participant2;s;;;1,59074E+12;0;7;5;s;;;;;;;;;;;;;;;;;;;;;;
