turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;;;;;;;;;;;;;;;;;;;;;;;
13547;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;s;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13548;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;daar ise;;;1,59067E+12;774;5;10;;;;;;;;;;;;;;;;;;;;;;;
13549;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oj;;;1,59067E+12;227;5;10;;;;;;;;;;;;;;;;;;;;;;;
13550;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; een gate;;;1,59067E+12;1288;5;10;;;;;;;;;;;;;;;;;;;;;;;
13557;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;kun je naar de meest linkeren dan 1 naar rechts;;;1,59067E+12;8611;5;10;;;;;;;;;;;;;;;;;;;;;;;
13560;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zo?;;;1,59067E+12;536;5;10;;;;;;;;;;;;;;;;;;;;;;;
13562;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaa;;;1,59067E+12;201;5;10;;;;;;;;;;;;;;;;;;;;;;;
13566;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;top;;;1,59067E+12;210;5;10;;;;;;;;;;;;;;;;;;;;;;;
13567;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;okee ;;;1,59067E+12;482;5;10;;;;;;;;;;;;;;;;;;;;;;;
13571;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;mijn gate is nog 1 hokje naar rechtsvan die plek;;;1,59067E+12;8435;5;10;;;;;;;;;;;;;;;;;;;;;;;
13574;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;zo?;;;1,59067E+12;514;5;10;;;;;;;;;;;;;;;;;;;;;;;
13589;0016;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13590;0016;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13597;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja!bne op mn kruisy;;;1,59067E+12;7515;5;10;;;;;;;;;;;;;;;;;;;;;;;
13598;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;y;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13599;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13600;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13601;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;s;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13602;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ah;;;1,59067E+12;67;5;10;;;;;;;;;;;;;;;;;;;;;;;
13603;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;s;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13604;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;h;;;1,59067E+12;0;5;10;;;;;;;;;;;;;;;;;;;;;;;
13619;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;s;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13633;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;mijn grijze vak is nu rechooolinksboven en dan 1 naar onderkun je daarbij;;;1,59067E+12;19257;6;11;;;;;;;;;;;;;;;;;;;;;;;
13634;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ooh inee daar kan ik niet komen;;;1,59067E+12;4098;6;11;;;;;;;;;;;;;;;;;;;;;;;
13635;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ofmee;;;1,59067E+12;4800;6;11;;;;;;;;;;;;;;;;;;;;;;;
13636;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;d;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13637;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;s;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13638;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13639;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;t;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13640;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e ;;;1,59067E+12;51;6;11;;;;;;;;;;;;;;;;;;;;;;;
13641;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13642;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;b;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13645;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;rechter rijen dan helemaal onder;;;1,59067E+12;6381;6;11;;;;;;;;;;;;;;;;;;;;;;;
13648;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zo?;;;1,59067E+12;543;6;11;;;;;;;;;;;;;;;;;;;;;;;
13676;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaawacht ga eens terugof nee trouwens vertel nmaar waar jouw grijze vak is;;;1,59067E+12;26210;6;11;;;;;;;;;;;;;;;;;;;;;;;
13677;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ik heb er een helemaal rechts boven ine da;;;1,59067E+12;6237;6;11;;;;;;;;;;;;;;;;;;;;;;;
13678;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;o;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13679;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n ;;;1,59067E+12;105;6;11;;;;;;;;;;;;;;;;;;;;;;;
13680;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;h t;;;1,59067E+12;503;6;11;;;;;;;;;;;;;;;;;;;;;;;
13681;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;1 n;;;1,59067E+12;295;6;11;;;;;;;;;;;;;;;;;;;;;;;
13682;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;o;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13683;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;aar ;;;1,59067E+12;288;6;11;;;;;;;;;;;;;;;;;;;;;;;
13684;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;p;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13687;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;onder;;;1,59067E+12;358;6;11;;;;;;;;;;;;;;;;;;;;;;;
13690;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;daar sta ik;;;1,59067E+12;1246;6;11;;;;;;;;;;;;;;;;;;;;;;;
13707;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;top;;;1,59067E+12;365;6;11;;;;;;;;;;;;;;;;;;;;;;;
13708;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ku;;;1,59067E+12;190;6;11;;;;;;;;;;;;;;;;;;;;;;;
13709;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;b;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13710;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13711;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13712;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13713;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13714;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;j;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13715;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; e;;;1,59067E+12;97;6;11;;;;;;;;;;;;;;;;;;;;;;;
13716;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13717;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13718;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;j nu;;;1,59067E+12;461;6;11;;;;;;;;;;;;;;;;;;;;;;;
13719;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;!;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13720;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; nog een ankant op¿;;;1,59067E+12;3862;6;11;;;;;;;;;;;;;;;;;;;;;;;
13721;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja hoor;;;1,59067E+12;800;6;11;;;;;;;;;;;;;;;;;;;;;;;
13722;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;wa;;;1,59067E+12;127;6;11;;;;;;;;;;;;;;;;;;;;;;;
13723;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13724;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13725;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13726;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;t;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13727;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; k;;;1,59067E+12;115;6;11;;;;;;;;;;;;;;;;;;;;;;;
13728;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13729;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;an;;;1,59067E+12;81;6;11;;;;;;;;;;;;;;;;;;;;;;;
13730;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13731;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; n;;;1,59067E+12;117;6;11;;;;;;;;;;;;;;;;;;;;;;;
13732;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;k ;;;1,59067E+12;146;6;11;;;;;;;;;;;;;;;;;;;;;;;
13733;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;u l;;;1,59067E+12;195;6;11;;;;;;;;;;;;;;;;;;;;;;;
13734;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;m;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13735;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;inks;;;1,59067E+12;313;6;11;;;;;;;;;;;;;;;;;;;;;;;
13739;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oet er nog in;;;1,59067E+12;1773;6;11;;;;;;;;;;;;;;;;;;;;;;;
13743;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;deze?;;;1,59067E+12;885;6;11;;;;;;;;;;;;;;;;;;;;;;;
13752;0016;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13753;0016;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59067E+12;0;6;11;;;;;;;;;;;;;;;;;;;;;;;
13756;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaaik sta er;;;1,59067E+12;6317;6;11;;;;;;;;;;;;;;;;;;;;;;;
13773;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;top!!;;;1,59067E+12;937;6;11;;;;;;;;;;;;;;;;;;;;;;;
13782;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;hahahokee kun je naar de twedde rij van boven naar benedenen dan helemaal links?;;;1,59067E+12;20503;7;6;;;;;;;;;;;;;;;;;;;;;;;
13785;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zo?;;;1,59067E+12;751;7;6;;;;;;;;;;;;;;;;;;;;;;;
13795;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaaokee waar staat jouw ding;;;1,59067E+12;11968;7;6;;;;;;;;;;;;;;;;;;;;;;;
13801;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;grijze vakje is 2e rij van bovenen dan 2e van rechtskan je daarbij?;;;1,59067E+12;12820;7;6;;;;;;;;;;;;;;;;;;;;;;;
13804;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaa nu wel;;;1,59067E+12;1280;7;6;;;;;;;;;;;;;;;;;;;;;;;
13811;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja het werkt;;;1,59067E+12;1285;7;6;;;;;;;;;;;;;;;;;;;;;;;
13812;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;okee hahah;;;1,59067E+12;872;7;6;;;;;;;;;;;;;;;;;;;;;;;
13813;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13814;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13815;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;an bij m;;;1,59067E+12;610;7;6;;;;;;;;;;;;;;;;;;;;;;;
13816;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;f;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13817;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13818;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;u;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13819;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13820;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ck;;;1,59067E+12;131;7;6;;;;;;;;;;;;;;;;;;;;;;;
13821;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13822;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13823;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ruis;;;1,59067E+12;254;7;6;;;;;;;;;;;;;;;;;;;;;;;
13824;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik moet nog iets doenkun jij naar onderen?;;;1,59067E+12;8707;7;6;;;;;;;;;;;;;;;;;;;;;;;
13825;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja!;;;1,59067E+12;734;7;6;;;;;;;;;;;;;;;;;;;;;;;
13830;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;en dat uitstulpseltje rechts;;;1,59067E+12;5802;7;6;;;;;;;;;;;;;;;;;;;;;;;
13833;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;hier?;;;1,59067E+12;1006;7;6;;;;;;;;;;;;;;;;;;;;;;;
13837;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaa;;;1,59067E+12;159;7;6;;;;;;;;;;;;;;;;;;;;;;;
13840;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;top;;;1,59067E+12;194;7;6;;;;;;;;;;;;;;;;;;;;;;;
13850;0016;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13851;0016;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59067E+12;0;7;6;;;;;;;;;;;;;;;;;;;;;;;
13880;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik sta op mn kruismijn grijze vak is nu de 3e rij va rechts naar linksen dan de 1 na bovenste;;;1,59067E+12;28244;8;0;;;;;;;;;;;;;;;;;;;;;;;
13883;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zo?;;;1,59067E+12;549;8;0;;;;;;;;;;;;;;;;;;;;;;;
13895;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaa;;;1,59067E+12;280;8;0;;;;;;;;;;;;;;;;;;;;;;;
13896;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;m;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13897;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ok;;;1,59067E+12;115;8;0;;;;;;;;;;;;;;;;;;;;;;;
13898;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ij;;;1,59067E+12;70;8;0;;;;;;;;;;;;;;;;;;;;;;;
13899;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ee;;;1,59067E+12;118;8;0;;;;;;;;;;;;;;;;;;;;;;;
13902;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ne is 2 naar onderen vanaf daar;;;1,59067E+12;3928;8;0;;;;;;;;;;;;;;;;;;;;;;;
13905;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;zo?;;;1,59067E+12;609;8;0;;;;;;;;;;;;;;;;;;;;;;;
13906;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja!;;;1,59067E+12;1328;8;0;;;;;;;;;;;;;;;;;;;;;;;
13915;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;haha okee ik heb nog een grijs vak 2e rij van onderenen dan de middeslte;;;1,59067E+12;14674;8;0;;;;;;;;;;;;;;;;;;;;;;;
13918;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zo?;;;1,59067E+12;552;8;0;;;;;;;;;;;;;;;;;;;;;;;
13921;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaalukt;;;1,59067E+12;3479;8;0;;;;;;;;;;;;;;;;;;;;;;;
13922;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;per;;;1,59067E+12;201;8;0;;;;;;;;;;;;;;;;;;;;;;;
13923;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik;;;1,59067E+12;148;8;0;;;;;;;;;;;;;;;;;;;;;;;
13924;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;f;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13925;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;s;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13926;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;f;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13927;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13928;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ffff;;;1,59067E+12;461;8;0;;;;;;;;;;;;;;;;;;;;;;;
13935;0016;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13936;0016;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59067E+12;0;8;0;;;;;;;;;;;;;;;;;;;;;;;
13943;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;iks staerop;;;1,59067E+12;2241;8;0;;;;;;;;;;;;;;;;;;;;;;;
13952;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;wiheoeee;;;1,59067E+12;790;8;0;;;;;;;;;;;;;;;;;;;;;;;
13959;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;hahahah ik kan echt niet zo snel typenkee mijn grijze vak is nu de 2e rij van rehtshelemaal onder;;;1,59067E+12;19402;9;8;;;;;;;;;;;;;;;;;;;;;;;
13963;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;vgm kan ik daar niet bij;;;1,59067E+12;2937;9;8;;;;;;;;;;;;;;;;;;;;;;;
13967;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;waar staat die van ojou;;;1,59067E+12;3235;9;8;;;;;;;;;;;;;;;;;;;;;;;
13973;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;rij helemaal rechtsen dan middelste vd 3;;;1,59067E+12;6300;9;8;;;;;;;;;;;;;;;;;;;;;;;
13974;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik snap het niet;;;1,59067E+12;1916;9;8;;;;;;;;;;;;;;;;;;;;;;;
13975;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;uhhverticale rij rechtsmet ;;;1,59067E+12;6716;9;8;;;;;;;;;;;;;;;;;;;;;;;
13976;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;dat;;;1,59067E+12;257;9;8;;;;;;;;;;;;;;;;;;;;;;;
13977;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;3;;;1,59067E+12;90;9;8;;;;;;;;;;;;;;;;;;;;;;;
13978;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13979;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;v;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13980;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;is;;;1,59067E+12;46;9;8;;;;;;;;;;;;;;;;;;;;;;;
13981;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ak;;;1,59067E+12;96;9;8;;;;;;;;;;;;;;;;;;;;;;;
13982;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; m;;;1,59067E+12;169;9;8;;;;;;;;;;;;;;;;;;;;;;;
13983;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;jes;;;1,59067E+12;165;9;8;;;;;;;;;;;;;;;;;;;;;;;
13984;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ijn mij een uisttulpsel aa;;;1,59067E+12;4532;9;8;;;;;;;;;;;;;;;;;;;;;;;
13985;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;o h;;;1,59067E+12;279;9;8;;;;;;;;;;;;;;;;;;;;;;;
13986;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13987;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;oho;;;1,59067E+12;432;9;8;;;;;;;;;;;;;;;;;;;;;;;
13988;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ee;;;1,59067E+12;182;9;8;;;;;;;;;;;;;;;;;;;;;;;
13989;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;h;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13990;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e ;;;1,59067E+12;805;9;8;;;;;;;;;;;;;;;;;;;;;;;
13994;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ohnee wacht iksnap wat jij beodled1 naar linkse n 1 naar boven vanaf daardus eig 2e rijsorry;;;1,59067E+12;20791;9;8;;;;;;;;;;;;;;;;;;;;;;;
13995;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik;;;1,59067E+12;96;9;8;;;;;;;;;;;;;;;;;;;;;;;
13996;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;2;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13997;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; kan;;;1,59067E+12;368;9;8;;;;;;;;;;;;;;;;;;;;;;;
13998;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
13999;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14000;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14001;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;d;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14002;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ri;;;1,59067E+12;85;9;8;;;;;;;;;;;;;;;;;;;;;;;
14003;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;a;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14004;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14005;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;a;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14006;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14007;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;r;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14008;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
14009;0016;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59067E+12;0;9;8;;;;;;;;;;;;;;;;;;;;;;;
